"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.15447154472E+003, +8.93707625724E-003, +0.00000000000E+000
+4.15697310819E+003, +8.90755919016E-003, +0.00000000000E+000
+4.15947467167E+003, +8.93250038723E-003, +0.00000000000E+000
+4.16197623515E+003, +8.88143312885E-003, +0.00000000000E+000
+4.16447779862E+003, +8.89812779377E-003, +0.00000000000E+000
+4.16697936210E+003, +8.86601057771E-003, +0.00000000000E+000
+4.16948092558E+003, +8.87453002900E-003, +0.00000000000E+000
+4.17198248906E+003, +8.84479126156E-003, +0.00000000000E+000
+4.17448405253E+003, +8.86858970487E-003, +0.00000000000E+000
+4.17698561601E+003, +8.83931183357E-003, +0.00000000000E+000
+4.17948717949E+003, +8.84158620712E-003, +0.00000000000E+000
+4.18198874296E+003, +8.79403256875E-003, +0.00000000000E+000
+4.18449030644E+003, +8.73569521791E-003, +0.00000000000E+000
+4.18699186992E+003, +8.76029326472E-003, +0.00000000000E+000
+4.18949343340E+003, +8.72139297911E-003, +0.00000000000E+000
+4.19199499687E+003, +8.69296443032E-003, +0.00000000000E+000
+4.19449656035E+003, +8.51486669427E-003, +0.00000000000E+000
+4.19699812383E+003, +8.67139722344E-003, +0.00000000000E+000
+4.19949968730E+003, +8.62651882759E-003, +0.00000000000E+000
+4.20200125078E+003, +8.55412256714E-003, +0.00000000000E+000
+4.20450281426E+003, +8.52901006229E-003, +0.00000000000E+000
+4.20700437774E+003, +8.55931525285E-003, +0.00000000000E+000
+4.20950594121E+003, +8.43620854645E-003, +0.00000000000E+000
+4.21200750469E+003, +8.44673529984E-003, +0.00000000000E+000
+4.21450906817E+003, +8.39639200099E-003, +0.00000000000E+000
+4.21701063164E+003, +8.42744526511E-003, +0.00000000000E+000
+4.21951219512E+003, +8.46472093918E-003, +0.00000000000E+000
+4.22201375860E+003, +8.46803110187E-003, +0.00000000000E+000
+4.22451532208E+003, +8.41040787974E-003, +0.00000000000E+000
+4.22701688555E+003, +8.41449461317E-003, +0.00000000000E+000
+4.22951844903E+003, +8.34472466581E-003, +0.00000000000E+000
+4.23202001251E+003, +8.38782682274E-003, +0.00000000000E+000
+4.23452157598E+003, +8.32965987191E-003, +0.00000000000E+000
+4.23702313946E+003, +8.32851470608E-003, +0.00000000000E+000
+4.23952470294E+003, +8.36022359731E-003, +0.00000000000E+000
+4.24202626642E+003, +8.30030653488E-003, +0.00000000000E+000
+4.24452782989E+003, +8.27200488936E-003, +0.00000000000E+000
+4.24702939337E+003, +8.23525778567E-003, +0.00000000000E+000
+4.24953095685E+003, +8.25367439188E-003, +0.00000000000E+000
+4.25203252033E+003, +8.19418560110E-003, +0.00000000000E+000
+4.25453408380E+003, +8.15909775316E-003, +0.00000000000E+000
+4.25703564728E+003, +8.12716054290E-003, +0.00000000000E+000
+4.25953721076E+003, +8.14754423915E-003, +0.00000000000E+000
+4.26203877423E+003, +8.12891629937E-003, +0.00000000000E+000
+4.26454033771E+003, +8.05085611459E-003, +0.00000000000E+000
+4.26704190119E+003, +8.00851265514E-003, +0.00000000000E+000
+4.26954346467E+003, +7.95058861091E-003, +0.00000000000E+000
+4.27204502814E+003, +7.96929659596E-003, +0.00000000000E+000
+4.27454659162E+003, +7.93548753989E-003, +0.00000000000E+000
+4.27704815510E+003, +7.95288900639E-003, +0.00000000000E+000
+4.27954971857E+003, +7.90233398820E-003, +0.00000000000E+000
+4.28205128205E+003, +7.91177580793E-003, +0.00000000000E+000
+4.28455284553E+003, +7.90248863258E-003, +0.00000000000E+000
+4.28705440901E+003, +7.84915142656E-003, +0.00000000000E+000
+4.28955597248E+003, +7.88557358733E-003, +0.00000000000E+000
+4.29205753596E+003, +7.87725781055E-003, +0.00000000000E+000
+4.29455909944E+003, +7.88361767995E-003, +0.00000000000E+000
+4.29706066291E+003, +7.86615678857E-003, +0.00000000000E+000
+4.29956222639E+003, +7.84673177804E-003, +0.00000000000E+000
+4.30206378987E+003, +7.81788887549E-003, +0.00000000000E+000
+4.30456535335E+003, +7.82580382130E-003, +0.00000000000E+000
+4.30706691682E+003, +7.79867058871E-003, +0.00000000000E+000
+4.30956848030E+003, +7.76609898411E-003, +0.00000000000E+000
+4.31207004378E+003, +7.76108240199E-003, +0.00000000000E+000
+4.31457160725E+003, +7.77456070173E-003, +0.00000000000E+000
+4.31707317073E+003, +7.74286008232E-003, +0.00000000000E+000
+4.31957473421E+003, +7.75197049135E-003, +0.00000000000E+000
+4.32207629769E+003, +7.69854539980E-003, +0.00000000000E+000
+4.32457786116E+003, +7.65453903163E-003, +0.00000000000E+000
+4.32707942464E+003, +7.65585659914E-003, +0.00000000000E+000
+4.32958098812E+003, +7.63724372707E-003, +0.00000000000E+000
+4.33208255159E+003, +7.68378097427E-003, +0.00000000000E+000
+4.33458411507E+003, +7.61673975548E-003, +0.00000000000E+000
+4.33708567855E+003, +7.63006093368E-003, +0.00000000000E+000
+4.33958724203E+003, +7.56140765582E-003, +0.00000000000E+000
+4.34208880550E+003, +7.61041126715E-003, +0.00000000000E+000
+4.34459036898E+003, +7.57806507813E-003, +0.00000000000E+000
+4.34709193246E+003, +7.60229164926E-003, +0.00000000000E+000
+4.34959349593E+003, +7.57413559032E-003, +0.00000000000E+000
+4.35209505941E+003, +7.54143600890E-003, +0.00000000000E+000
+4.35459662289E+003, +7.54494888884E-003, +0.00000000000E+000
+4.35709818637E+003, +7.60403361115E-003, +0.00000000000E+000
+4.35959974984E+003, +7.54582891682E-003, +0.00000000000E+000
+4.36210131332E+003, +7.52724748516E-003, +0.00000000000E+000
+4.36460287680E+003, +7.56492061545E-003, +0.00000000000E+000
+4.36710444028E+003, +7.55301793200E-003, +0.00000000000E+000
+4.36960600375E+003, +7.50575453769E-003, +0.00000000000E+000
+4.37210756723E+003, +7.45097658013E-003, +0.00000000000E+000
+4.37460913071E+003, +7.52439647036E-003, +0.00000000000E+000
+4.37711069418E+003, +7.47316019486E-003, +0.00000000000E+000
+4.37961225766E+003, +7.46963967033E-003, +0.00000000000E+000
+4.38211382114E+003, +7.42591917589E-003, +0.00000000000E+000
+4.38461538462E+003, +7.45619947007E-003, +0.00000000000E+000
+4.38711694809E+003, +7.39215031783E-003, +0.00000000000E+000
+4.38961851157E+003, +7.37393531915E-003, +0.00000000000E+000
+4.39212007505E+003, +7.36963390612E-003, +0.00000000000E+000
+4.39462163852E+003, +7.36521107457E-003, +0.00000000000E+000
+4.39712320200E+003, +7.35803191289E-003, +0.00000000000E+000
+4.39962476548E+003, +7.31630757990E-003, +0.00000000000E+000
+4.40212632896E+003, +7.31145391455E-003, +0.00000000000E+000
+4.40462789243E+003, +7.34973133559E-003, +0.00000000000E+000
+4.40712945591E+003, +7.37139848942E-003, +0.00000000000E+000
+4.40963101939E+003, +7.31694386493E-003, +0.00000000000E+000
+4.41213258286E+003, +7.33002765708E-003, +0.00000000000E+000
+4.41463414634E+003, +7.40094516188E-003, +0.00000000000E+000
+4.41713570982E+003, +7.36267678041E-003, +0.00000000000E+000
+4.41963727330E+003, +7.35737748278E-003, +0.00000000000E+000
+4.42213883677E+003, +7.35320861264E-003, +0.00000000000E+000
+4.42464040025E+003, +7.33947398257E-003, +0.00000000000E+000
+4.42714196373E+003, +7.30843172349E-003, +0.00000000000E+000
+4.42964352720E+003, +7.33143015683E-003, +0.00000000000E+000
+4.43214509068E+003, +7.33339718085E-003, +0.00000000000E+000
+4.43464665416E+003, +7.31419325288E-003, +0.00000000000E+000
+4.43714821764E+003, +7.26049316148E-003, +0.00000000000E+000
+4.43964978111E+003, +7.22725595721E-003, +0.00000000000E+000
+4.44215134459E+003, +7.22416908205E-003, +0.00000000000E+000
+4.44465290807E+003, +7.21554224753E-003, +0.00000000000E+000
+4.44715447154E+003, +7.17761171403E-003, +0.00000000000E+000
+4.44965603502E+003, +7.17578342489E-003, +0.00000000000E+000
+4.45215759850E+003, +7.16305696067E-003, +0.00000000000E+000
+4.45465916198E+003, +7.20291023147E-003, +0.00000000000E+000
+4.45716072545E+003, +7.15334212302E-003, +0.00000000000E+000
+4.45966228893E+003, +7.14251841272E-003, +0.00000000000E+000
+4.46216385241E+003, +7.19564098103E-003, +0.00000000000E+000
+4.46466541588E+003, +7.19268095100E-003, +0.00000000000E+000
+4.46716697936E+003, +7.17645777713E-003, +0.00000000000E+000
+4.46966854284E+003, +7.15240855346E-003, +0.00000000000E+000
+4.47217010632E+003, +7.12272803206E-003, +0.00000000000E+000
+4.47467166979E+003, +7.13961396847E-003, +0.00000000000E+000
+4.47717323327E+003, +7.15316940014E-003, +0.00000000000E+000
+4.47967479675E+003, +7.12914206812E-003, +0.00000000000E+000
+4.48217636023E+003, +7.13550815703E-003, +0.00000000000E+000
+4.48467792370E+003, +7.15431432557E-003, +0.00000000000E+000
+4.48717948718E+003, +7.11560772036E-003, +0.00000000000E+000
+4.48968105066E+003, +7.09465074639E-003, +0.00000000000E+000
+4.49218261413E+003, +7.09234313744E-003, +0.00000000000E+000
+4.49468417761E+003, +7.10177519001E-003, +0.00000000000E+000
+4.49718574109E+003, +7.08701034511E-003, +0.00000000000E+000
+4.49968730457E+003, +7.04467357702E-003, +0.00000000000E+000
+4.50218886804E+003, +7.09000391669E-003, +0.00000000000E+000
+4.50469043152E+003, +7.07338732903E-003, +0.00000000000E+000
+4.50719199500E+003, +7.03869078489E-003, +0.00000000000E+000
+4.50969355847E+003, +7.03648160377E-003, +0.00000000000E+000
+4.51219512195E+003, +7.06545034120E-003, +0.00000000000E+000
+4.51469668543E+003, +7.06659250599E-003, +0.00000000000E+000
+4.51719824891E+003, +7.02310092898E-003, +0.00000000000E+000
+4.51969981238E+003, +7.03386943761E-003, +0.00000000000E+000
+4.52220137586E+003, +7.04061101660E-003, +0.00000000000E+000
+4.52470293934E+003, +7.01985221349E-003, +0.00000000000E+000
+4.52720450281E+003, +7.01645402072E-003, +0.00000000000E+000
+4.52970606629E+003, +7.02327950001E-003, +0.00000000000E+000
+4.53220762977E+003, +7.00865042858E-003, +0.00000000000E+000
+4.53470919325E+003, +7.02540545993E-003, +0.00000000000E+000
+4.53721075672E+003, +6.96120564734E-003, +0.00000000000E+000
+4.53971232020E+003, +7.00255969450E-003, +0.00000000000E+000
+4.54221388368E+003, +7.02092010159E-003, +0.00000000000E+000
+4.54471544715E+003, +7.03370703127E-003, +0.00000000000E+000
+4.54721701063E+003, +7.01704098664E-003, +0.00000000000E+000
+4.54971857411E+003, +7.03225297740E-003, +0.00000000000E+000
+4.55222013759E+003, +7.03837985203E-003, +0.00000000000E+000
+4.55472170106E+003, +7.02811633447E-003, +0.00000000000E+000
+4.55722326454E+003, +7.02598938647E-003, +0.00000000000E+000
+4.55972482802E+003, +7.02848257266E-003, +0.00000000000E+000
+4.56222639149E+003, +7.05472522296E-003, +0.00000000000E+000
+4.56472795497E+003, +7.00541390107E-003, +0.00000000000E+000
+4.56722951845E+003, +7.01061012501E-003, +0.00000000000E+000
+4.56973108193E+003, +6.99976220364E-003, +0.00000000000E+000
+4.57223264540E+003, +6.99866047560E-003, +0.00000000000E+000
+4.57473420888E+003, +7.04895135995E-003, +0.00000000000E+000
+4.57723577236E+003, +6.97910601994E-003, +0.00000000000E+000
+4.57973733583E+003, +6.98820881632E-003, +0.00000000000E+000
+4.58223889931E+003, +6.96942449717E-003, +0.00000000000E+000
+4.58474046279E+003, +6.97749455700E-003, +0.00000000000E+000
+4.58724202627E+003, +6.97237796215E-003, +0.00000000000E+000
+4.58974358974E+003, +6.95745300939E-003, +0.00000000000E+000
+4.59224515322E+003, +6.98834594643E-003, +0.00000000000E+000
+4.59474671670E+003, +6.97197053305E-003, +0.00000000000E+000
+4.59724828018E+003, +6.96392629295E-003, +0.00000000000E+000
+4.59974984365E+003, +6.94526779211E-003, +0.00000000000E+000
+4.60225140713E+003, +6.97630819572E-003, +0.00000000000E+000
+4.60475297061E+003, +6.96183755577E-003, +0.00000000000E+000
+4.60725453408E+003, +6.95324415401E-003, +0.00000000000E+000
+4.60975609756E+003, +6.99895510901E-003, +0.00000000000E+000
+4.61225766104E+003, +7.00801379957E-003, +0.00000000000E+000
+4.61475922452E+003, +6.98504884279E-003, +0.00000000000E+000
+4.61726078799E+003, +7.02224533113E-003, +0.00000000000E+000
+4.61976235147E+003, +6.98828435741E-003, +0.00000000000E+000
+4.62226391495E+003, +7.00881653600E-003, +0.00000000000E+000
+4.62476547842E+003, +7.06050759322E-003, +0.00000000000E+000
+4.62726704190E+003, +7.03865203711E-003, +0.00000000000E+000
+4.62976860538E+003, +7.04079395076E-003, +0.00000000000E+000
+4.63227016886E+003, +7.04089689384E-003, +0.00000000000E+000
+4.63477173233E+003, +7.03043706089E-003, +0.00000000000E+000
+4.63727329581E+003, +7.02540193379E-003, +0.00000000000E+000
+4.63977485929E+003, +7.01520002133E-003, +0.00000000000E+000
+4.64227642276E+003, +7.03757424117E-003, +0.00000000000E+000
+4.64477798624E+003, +6.98164537262E-003, +0.00000000000E+000
+4.64727954972E+003, +7.03645918903E-003, +0.00000000000E+000
+4.64978111320E+003, +7.02509968547E-003, +0.00000000000E+000
+4.65228267667E+003, +7.04348021010E-003, +0.00000000000E+000
+4.65478424015E+003, +6.97500937194E-003, +0.00000000000E+000
+4.65728580363E+003, +7.00611384104E-003, +0.00000000000E+000
+4.65978736710E+003, +7.01481098549E-003, +0.00000000000E+000
+4.66228893058E+003, +7.00013401999E-003, +0.00000000000E+000
+4.66479049406E+003, +6.95976917514E-003, +0.00000000000E+000
+4.66729205754E+003, +6.98725792604E-003, +0.00000000000E+000
+4.66979362101E+003, +7.05647545565E-003, +0.00000000000E+000
+4.67229518449E+003, +7.01188419056E-003, +0.00000000000E+000
+4.67479674797E+003, +6.99440820750E-003, +0.00000000000E+000
+4.67729831144E+003, +7.02571769007E-003, +0.00000000000E+000
+4.67979987492E+003, +7.07830426209E-003, +0.00000000000E+000
+4.68230143840E+003, +7.04264211715E-003, +0.00000000000E+000
+4.68480300188E+003, +6.99711778608E-003, +0.00000000000E+000
+4.68730456535E+003, +7.03201807917E-003, +0.00000000000E+000
+4.68980612883E+003, +7.11686290087E-003, +0.00000000000E+000
+4.69230769231E+003, +7.07121523347E-003, +0.00000000000E+000
+4.69480925578E+003, +7.07758619377E-003, +0.00000000000E+000
+4.69731081926E+003, +7.10920192808E-003, +0.00000000000E+000
+4.69981238274E+003, +7.13184472716E-003, +0.00000000000E+000
+4.70231394622E+003, +7.11508531293E-003, +0.00000000000E+000
+4.70481550969E+003, +7.11897700750E-003, +0.00000000000E+000
+4.70731707317E+003, +7.13861858839E-003, +0.00000000000E+000
+4.70981863665E+003, +7.14898024497E-003, +0.00000000000E+000
+4.71232020013E+003, +7.09573833326E-003, +0.00000000000E+000
+4.71482176360E+003, +7.11288251563E-003, +0.00000000000E+000
+4.71732332708E+003, +7.20533652953E-003, +0.00000000000E+000
+4.71982489056E+003, +7.16902853937E-003, +0.00000000000E+000
+4.72232645403E+003, +7.17751233824E-003, +0.00000000000E+000
+4.72482801751E+003, +7.22059752838E-003, +0.00000000000E+000
+4.72732958099E+003, +7.26387562093E-003, +0.00000000000E+000
+4.72983114447E+003, +7.24178744231E-003, +0.00000000000E+000
+4.73233270794E+003, +7.16057830806E-003, +0.00000000000E+000
+4.73483427142E+003, +7.16600796499E-003, +0.00000000000E+000
+4.73733583490E+003, +7.21428237554E-003, +0.00000000000E+000
+4.73983739837E+003, +7.27025169728E-003, +0.00000000000E+000
+4.74233896185E+003, +7.16457177133E-003, +0.00000000000E+000
+4.74484052533E+003, +7.25320699035E-003, +0.00000000000E+000
+4.74734208881E+003, +7.29310732423E-003, +0.00000000000E+000
+4.74984365228E+003, +7.31246071994E-003, +0.00000000000E+000
+4.75234521576E+003, +7.24347723642E-003, +0.00000000000E+000
+4.75484677924E+003, +7.28470551420E-003, +0.00000000000E+000
+4.75734834271E+003, +7.30373625326E-003, +0.00000000000E+000
+4.75984990619E+003, +7.30810528277E-003, +0.00000000000E+000
+4.76235146967E+003, +7.26749622002E-003, +0.00000000000E+000
+4.76485303315E+003, +7.29911924952E-003, +0.00000000000E+000
+4.76735459662E+003, +7.35174588597E-003, +0.00000000000E+000
+4.76985616010E+003, +7.28933803270E-003, +0.00000000000E+000
+4.77235772358E+003, +7.31647560879E-003, +0.00000000000E+000
+4.77485928705E+003, +7.30160224525E-003, +0.00000000000E+000
+4.77736085053E+003, +7.28991521642E-003, +0.00000000000E+000
+4.77986241401E+003, +7.29638977586E-003, +0.00000000000E+000
+4.78236397749E+003, +7.30826479211E-003, +0.00000000000E+000
+4.78486554096E+003, +7.28715196252E-003, +0.00000000000E+000
+4.78736710444E+003, +7.29958832733E-003, +0.00000000000E+000
+4.78986866792E+003, +7.27604339464E-003, +0.00000000000E+000
+4.79237023139E+003, +7.29085403475E-003, +0.00000000000E+000
+4.79487179487E+003, +7.32901060522E-003, +0.00000000000E+000
+4.79737335835E+003, +7.33437941224E-003, +0.00000000000E+000
+4.79987492183E+003, +7.29391437021E-003, +0.00000000000E+000
+4.80237648530E+003, +7.36965681151E-003, +0.00000000000E+000
+4.80487804878E+003, +7.32981760667E-003, +0.00000000000E+000
+4.80737961226E+003, +7.30634866326E-003, +0.00000000000E+000
+4.80988117573E+003, +7.30131384079E-003, +0.00000000000E+000
+4.81238273921E+003, +7.29686435256E-003, +0.00000000000E+000
+4.81488430269E+003, +7.31482704602E-003, +0.00000000000E+000
+4.81738586617E+003, +7.30749043435E-003, +0.00000000000E+000
+4.81988742964E+003, +7.23550603249E-003, +0.00000000000E+000
+4.82238899312E+003, +7.32028708675E-003, +0.00000000000E+000
+4.82489055660E+003, +7.32087576372E-003, +0.00000000000E+000
+4.82739212008E+003, +7.29338765424E-003, +0.00000000000E+000
+4.82989368355E+003, +7.29708835588E-003, +0.00000000000E+000
+4.83239524703E+003, +7.28625337047E-003, +0.00000000000E+000
+4.83489681051E+003, +7.30561141505E-003, +0.00000000000E+000
+4.83739837398E+003, +7.27717473818E-003, +0.00000000000E+000
+4.83989993746E+003, +7.25237747258E-003, +0.00000000000E+000
+4.84240150094E+003, +7.31017861176E-003, +0.00000000000E+000
+4.84490306442E+003, +7.32975520888E-003, +0.00000000000E+000
+4.84740462789E+003, +7.29442395025E-003, +0.00000000000E+000
+4.84990619137E+003, +7.29344103165E-003, +0.00000000000E+000
+4.85240775485E+003, +7.28209760227E-003, +0.00000000000E+000
+4.85490931832E+003, +7.30498370130E-003, +0.00000000000E+000
+4.85741088180E+003, +7.28113500442E-003, +0.00000000000E+000
+4.85991244528E+003, +7.30514942962E-003, +0.00000000000E+000
+4.86241400876E+003, +7.30026736337E-003, +0.00000000000E+000
+4.86491557223E+003, +7.28408255775E-003, +0.00000000000E+000
+4.86741713571E+003, +7.27305095579E-003, +0.00000000000E+000
+4.86991869919E+003, +7.25714469164E-003, +0.00000000000E+000
+4.87242026266E+003, +7.22639578175E-003, +0.00000000000E+000
+4.87492182614E+003, +7.27690589090E-003, +0.00000000000E+000
+4.87742338962E+003, +7.28061953314E-003, +0.00000000000E+000
+4.87992495310E+003, +7.25631148936E-003, +0.00000000000E+000
+4.88242651657E+003, +7.26297608161E-003, +0.00000000000E+000
+4.88492808005E+003, +7.26109167898E-003, +0.00000000000E+000
+4.88742964353E+003, +7.26342079977E-003, +0.00000000000E+000
+4.88993120700E+003, +7.25083214532E-003, +0.00000000000E+000
+4.89243277048E+003, +7.24952387657E-003, +0.00000000000E+000
+4.89493433396E+003, +7.24438816218E-003, +0.00000000000E+000
+4.89743589744E+003, +7.26040187472E-003, +0.00000000000E+000
+4.89993746091E+003, +7.26421111564E-003, +0.00000000000E+000
+4.90243902439E+003, +7.24115830255E-003, +0.00000000000E+000
+4.90494058787E+003, +7.22251008500E-003, +0.00000000000E+000
+4.90744215134E+003, +7.22505853950E-003, +0.00000000000E+000
+4.90994371482E+003, +7.21710833200E-003, +0.00000000000E+000
+4.91244527830E+003, +7.21168532049E-003, +0.00000000000E+000
+4.91494684178E+003, +7.21287096144E-003, +0.00000000000E+000
+4.91744840525E+003, +7.19148589511E-003, +0.00000000000E+000
+4.91994996873E+003, +7.19853905218E-003, +0.00000000000E+000
+4.92245153221E+003, +7.21978306131E-003, +0.00000000000E+000
+4.92495309568E+003, +7.21417414361E-003, +0.00000000000E+000
+4.92745465916E+003, +7.17897059907E-003, +0.00000000000E+000
+4.92995622264E+003, +7.16253354060E-003, +0.00000000000E+000
+4.93245778612E+003, +7.20823504742E-003, +0.00000000000E+000
+4.93495934959E+003, +7.18144660404E-003, +0.00000000000E+000
+4.93746091307E+003, +7.17369565269E-003, +0.00000000000E+000
+4.93996247655E+003, +7.15128115259E-003, +0.00000000000E+000
+4.94246404003E+003, +7.15975584410E-003, +0.00000000000E+000
+4.94496560350E+003, +7.14001896260E-003, +0.00000000000E+000
+4.94746716698E+003, +7.13709120399E-003, +0.00000000000E+000
+4.94996873046E+003, +7.07799260775E-003, +0.00000000000E+000
+4.95247029393E+003, +7.14262252287E-003, +0.00000000000E+000
+4.95497185741E+003, +7.11878301364E-003, +0.00000000000E+000
+4.95747342089E+003, +7.07850776308E-003, +0.00000000000E+000
+4.95997498437E+003, +7.09984720334E-003, +0.00000000000E+000
+4.96247654784E+003, +7.07396901647E-003, +0.00000000000E+000
+4.96497811132E+003, +7.06330191977E-003, +0.00000000000E+000
+4.96747967480E+003, +7.07973227958E-003, +0.00000000000E+000
+4.96998123827E+003, +7.07661379798E-003, +0.00000000000E+000
+4.97248280175E+003, +7.07386224818E-003, +0.00000000000E+000
+4.97498436523E+003, +7.05922589172E-003, +0.00000000000E+000
+4.97748592871E+003, +7.03911529226E-003, +0.00000000000E+000
+4.97998749218E+003, +7.04946247892E-003, +0.00000000000E+000
+4.98248905566E+003, +7.07093516289E-003, +0.00000000000E+000
+4.98499061914E+003, +7.03945823816E-003, +0.00000000000E+000
+4.98749218261E+003, +7.05616087951E-003, +0.00000000000E+000
+4.98999374609E+003, +7.03710561346E-003, +0.00000000000E+000
+4.99249530957E+003, +7.06019094548E-003, +0.00000000000E+000
+4.99499687305E+003, +7.03614778471E-003, +0.00000000000E+000
+4.99749843652E+003, +7.06148545375E-003, +0.00000000000E+000
+5.00000000000E+003, +7.02558007812E-003, +0.00000000000E+000
